"Q-kode","churchLabel","latitude","longitude","kommune","stift","sogn","wikilink","opført","opført_tal"
"Q12341275","Vorbasse Kirke",55.63158,9.08742,"Billund Kommune","Ribe Stift","Vorbasse Sogn","https://da.wikipedia.org/wiki/Vorbasse_Kirke","o. 1100",1100
"Q12341302","Vrejlev Kirke",57.36225,10.00264,"Hjørring Kommune","Aalborg Stift","Vrejlev Sogn","https://da.wikipedia.org/wiki/Vrejlev_Kirke","1200-tallet",1250
"Q12341309","Vrinners Kirke",56.24668,10.49418,"Syddjurs Kommune","Århus Stift","Rolsø Sogn","https://da.wikipedia.org/wiki/Vrinners_Kirke","1907",1907
"Q12341313","Vrå Valgmenighedskirke",57.35581,9.93716,"Hjørring Kommune","","","https://da.wikipedia.org/wiki/Vr%C3%A5_Valgmenighedskirke",NA,NA
"Q12341314","Vrå Kirke",57.35266,9.94485,"Hjørring Kommune","Aalborg Stift","Vrå Sogn","https://da.wikipedia.org/wiki/Vr%C3%A5_Kirke","1100-tallet",1150
"Q12341323","Våbensted Kirke",54.78944,11.58337,"Guldborgsund Kommune","Lolland-Falsters Stift","Våbensted-Engestofte Sogn","https://da.wikipedia.org/wiki/V%C3%A5bensted_Kirke","o. 1100",1100
"Q12341329","Vålse Kirke",54.92783,11.77718,"Guldborgsund Kommune","Lolland-Falsters Stift","Nordvestfalster Sogn","https://da.wikipedia.org/wiki/V%C3%A5lse_Kirke","o. 1100",1100
"Q12341379","Værum Kirke",56.40451,9.98954,"Randers Kommune","Århus Stift","Værum Sogn","https://da.wikipedia.org/wiki/V%C3%A6rum_Kirke","1100-tallet",1150
"Q12341699","Yding Kirke",55.99965,9.7714,"Horsens Kommune","Århus Stift","Yding Sogn","https://da.wikipedia.org/wiki/Yding_Kirke","1865 (Tårnet fra slutningen af 1400-tallet)",1865
"Q12341818","Ålum Kirke",56.45243,9.83275,"Randers Kommune","Århus Stift","Ålum Sogn","https://da.wikipedia.org/wiki/%C3%85lum_Kirke","~1200",1200
"Q12341869","Årslev Kirke",55.29699,10.45982,"Faaborg-Midtfyn Kommune","Fyens Stift","Årslev Sogn","https://da.wikipedia.org/wiki/%C3%85rslev_Kirke_(Faaborg-Midtfyn_Kommune)","Kirken er opført i middelalderen.",1175
"Q12341922","Ærøskøbing Kirke",54.88792,10.41223,"Ærø Kommune","Fyens Stift","Ærøskøbing Sogn","https://da.wikipedia.org/wiki/%C3%86r%C3%B8sk%C3%B8bing_Kirke","1756",1756
"Q12341945","Øde Førslev Kirke",55.3581,11.9049,"Faxe Kommune","Roskilde Stift","Øde Førslev Sogn","https://da.wikipedia.org/wiki/%C3%98de_F%C3%B8rslev_Kirke","o. 1100",1100
"Q12341948","Ødum Kirke",56.3125,10.13086,"Favrskov Kommune","Århus Stift","Ødum Sogn","https://da.wikipedia.org/wiki/%C3%98dum_Kirke","1100-tallet",1150
"Q12341980","Øksendrup Kirke",55.21918,10.73419,"Nyborg Kommune","Fyens Stift","Øksendrup Sogn","https://da.wikipedia.org/wiki/%C3%98ksendrup_Kirke","1200-tallet",1250
"Q12341986","Øland Kirke",57.06317,9.57361,"Jammerbugt Kommune","Aalborg Stift","Øland Sogn","https://da.wikipedia.org/wiki/%C3%98land_Kirke","Ca 1400-tallet",1400
"Q12341989","Ølby Kirke",55.48166,12.17668,"Køge Kommune","Roskilde Stift","Højelse Sogn","https://da.wikipedia.org/wiki/%C3%98lby_Kirke_(K%C3%B8ge_Kommune)","1997",1997
"Q12341991","Ølby Kirke",56.47093,8.54915,"Struer Kommune","Viborg Stift","Ølby Sogn","https://da.wikipedia.org/wiki/%C3%98lby_Kirke_(Struer_Kommune)","ca. 1200",1200
"Q12341998","Ølsemagle Kirke",55.4999,12.1628,"Køge Kommune","Roskilde Stift","Ølsemagle Sogn","https://da.wikipedia.org/wiki/%C3%98lsemagle_Kirke","1100-tallet",1150
"Q12342005","Ølsted Kirke",56.23336,10.13755,"Aarhus Kommune","Århus Stift","Ølsted Sogn","https://da.wikipedia.org/wiki/%C3%98lsted_Kirke_(Aarhus_Kommune)","1200-tallet",1250
"Q12342008","Ølsted Kirke",55.82143,9.76627,"Hedensted Kommune","Haderslev Stift","Ølsted Sogn","https://da.wikipedia.org/wiki/%C3%98lsted_Kirke_(Hedensted_Kommune)","ca. 1000",1000
"Q12342010","Ølsted Kirke",55.92132,12.07311,"Halsnæs Kommune","Helsingør Stift","Ølsted Sogn","https://da.wikipedia.org/wiki/%C3%98lsted_Kirke_(Halsn%C3%A6s_Kommune)","12. århundrede",1250
"Q12342015","Ølstykke Kirke",55.78289,12.17501,"Egedal Kommune","Helsingør Stift","Ølstykke Sogn","https://da.wikipedia.org/wiki/%C3%98lstykke_Kirke","o. 1100",1100
"Q12342055","Ørridslev Kirke",55.93143,9.93537,"Horsens Kommune","Århus Stift","Ørridslev Sogn","https://da.wikipedia.org/wiki/%C3%98rridslev_Kirke","romansk tid",1175
"Q12342064","Ørsted Kirke",55.33252,10.05668,"Assens Kommune","Fyens Stift","Ørsted Sogn","https://da.wikipedia.org/wiki/%C3%98rsted_Kirke_(Assens_Kommune)","o. 1100",1100
"Q12342065","Ørting Kirke",55.92785,10.14384,"Odder Kommune","Århus Stift","Ørting Sogn","https://da.wikipedia.org/wiki/%C3%98rting_Kirke","1100-tallet",1150
"Q12342067","Ørum Kirke",56.40105,9.9535,"Randers Kommune","Århus Stift","Ørum Sogn","https://da.wikipedia.org/wiki/%C3%98rum_Kirke_(Randers_Kommune)","1100-tallet",1150
"Q12342068","Ørum Kirke",57.19098,10.10397,"Brønderslev Kommune","Aalborg Stift","Ørum Sogn","https://da.wikipedia.org/wiki/%C3%98rum_Kirke_(Br%C3%B8nderslev_Kommune)","o. 1250",1250
"Q12342069","Ørum Kirke",55.73885,9.7449,"Hedensted Kommune","Haderslev Stift","Ørum Sogn","https://da.wikipedia.org/wiki/%C3%98rum_Kirke_(Hedensted_Kommune)","o. 1200",1200
